配置,模型,指标,阶段,均值
完整 MMAS,第三个 GP 表达式,每百轮改进全局最优的次数,第 251–1000 轮,0.9916666666666667
完整 MMAS,第三个 GP 表达式,每百轮改进全局最优的次数,第 1001–2500 轮,0.255
完整 MMAS,第三个 GP 表达式,每百轮改进全局最优的次数,第 2501–5000 轮,0.14475
完整 MMAS,第三个 GP 表达式,信息素下界触发比例,第 1–250 轮,0.7609747625
完整 MMAS,第三个 GP 表达式,信息素下界触发比例,第 251–1000 轮,0.8584256308333331
完整 MMAS,第三个 GP 表达式,信息素下界触发比例,第 1001–2500 轮,0.8478471308333333
完整 MMAS,第三个 GP 表达式,信息素下界触发比例,第 2501–5000 轮,0.84623895225
完整 MMAS,第三个 GP 表达式,每百轮重启次数,第 1–250 轮,0.0
完整 MMAS,第三个 GP 表达式,每百轮重启次数,第 251–1000 轮,0.13
完整 MMAS,第三个 GP 表达式,每百轮重启次数,第 1001–2500 轮,0.16
完整 MMAS,第三个 GP 表达式,每百轮重启次数,第 2501–5000 轮,0.15225
完整 MMAS,第三个 GP 表达式,每轮硬上界裁剪次数,第 1–250 轮,0.0
完整 MMAS,第三个 GP 表达式,每轮硬上界裁剪次数,第 251–1000 轮,0.0
完整 MMAS,第三个 GP 表达式,每轮硬上界裁剪次数,第 1001–2500 轮,0.0
完整 MMAS,第三个 GP 表达式,每轮硬上界裁剪次数,第 2501–5000 轮,0.0
完整 MMAS,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 1–250 轮,1.6855462046179712
完整 MMAS,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 251–1000 轮,0.7434151334731164
完整 MMAS,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 1001–2500 轮,0.7778480053707681
完整 MMAS,三个 GP 表达式均值,实际强化路径的平均 gap（%）,第 2501–5000 轮,0.7668351790551867
完整 MMAS,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 1–250 轮,0.04171741077650338
完整 MMAS,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 251–1000 轮,0.01589599316576404
完整 MMAS,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 1001–2500 轮,0.023158882975961147
完整 MMAS,三个 GP 表达式均值,强化路径优于本轮最优路径的幅度（百分点）,第 2501–5000 轮,0.026474141548024917
完整 MMAS,三个 GP 表达式均值,强化路径年龄（轮）,第 1–250 轮,4.5192
完整 MMAS,三个 GP 表达式均值,强化路径年龄（轮）,第 251–1000 轮,104.58825555555556
完整 MMAS,三个 GP 表达式均值,强化路径年龄（轮）,第 1001–2500 轮,312.54996666666665
完整 MMAS,三个 GP 表达式均值,强化路径年龄（轮）,第 2501–5000 轮,684.1931525000001
完整 MMAS,三个 GP 表达式均值,用于历史来源的预算比例,第 1–250 轮,0.36
完整 MMAS,三个 GP 表达式均值,用于历史来源的预算比例,第 251–1000 轮,0.8144833333333333
完整 MMAS,三个 GP 表达式均值,用于历史来源的预算比例,第 1001–2500 轮,0.7621777777777777
完整 MMAS,三个 GP 表达式均值,用于历史来源的预算比例,第 2501–5000 轮,0.7502199999999999
完整 MMAS,三个 GP 表达式均值,构造路径平均 gap（%）,第 1–250 轮,13.792867620422475
完整 MMAS,三个 GP 表达式均值,构造路径平均 gap（%）,第 251–1000 轮,6.94622545509211
完整 MMAS,三个 GP 表达式均值,构造路径平均 gap（%）,第 1001–2500 轮,7.708112884997008
完整 MMAS,三个 GP 表达式均值,构造路径平均 gap（%）,第 2501–5000 轮,7.892291610815957
完整 MMAS,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 1–250 轮,2.931113492182246
完整 MMAS,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 251–1000 轮,1.3736480859783642
完整 MMAS,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 1001–2500 轮,1.4936313120474187
完整 MMAS,三个 GP 表达式均值,2-opt 后路径平均 gap（%）,第 2501–5000 轮,1.5092266805610994
完整 MMAS,三个 GP 表达式均值,构造路径最优 gap（%）,第 1–250 轮,7.835897213369621
完整 MMAS,三个 GP 表达式均值,构造路径最优 gap（%）,第 251–1000 轮,2.660073566493706
完整 MMAS,三个 GP 表达式均值,构造路径最优 gap（%）,第 1001–2500 轮,3.2027694986708246
完整 MMAS,三个 GP 表达式均值,构造路径最优 gap（%）,第 2501–5000 轮,3.296006834864137
完整 MMAS,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 1–250 轮,1.7272636153944745
完整 MMAS,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 251–1000 轮,0.7593111266388803
完整 MMAS,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 1001–2500 轮,0.8010068883467293
完整 MMAS,三个 GP 表达式均值,2-opt 后本轮最优 gap（%）,第 2501–5000 轮,0.7933093206032115
完整 MMAS,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 1–250 轮,9.238840523154423
完整 MMAS,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 251–1000 轮,3.1245706348866262
完整 MMAS,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 1001–2500 轮,3.795652078616009
完整 MMAS,三个 GP 表达式均值,构造路径较优七条平均 gap（%）,第 2501–5000 轮,3.9263466826554496
完整 MMAS,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 1–250 轮,2.026145789250456
完整 MMAS,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 251–1000 轮,0.8533851663663794
完整 MMAS,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 1001–2500 轮,0.9217397949823768
完整 MMAS,三个 GP 表达式均值,2-opt 后较优七条平均 gap（%）,第 2501–5000 轮,0.9203931572445684
完整 MMAS,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 1–250 轮,0.3032104235952065
完整 MMAS,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 251–1000 轮,0.1049863517150899
完整 MMAS,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 1001–2500 轮,0.128959186058886
完整 MMAS,三个 GP 表达式均值,同轮同来源内更新树输出的标准差,第 2501–5000 轮,0.13426956115720387
完整 MMAS,三个 GP 表达式均值,更新树输出饱和比例,第 1–250 轮,0.4637282166666667
完整 MMAS,三个 GP 表达式均值,更新树输出饱和比例,第 251–1000 轮,0.3663055
完整 MMAS,三个 GP 表达式均值,更新树输出饱和比例,第 1001–2500 轮,0.3743444333333334
完整 MMAS,三个 GP 表达式均值,更新树输出饱和比例,第 2501–5000 轮,0.37423364833333334
完整 MMAS,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 1–250 轮,10.86175411038881
完整 MMAS,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 251–1000 轮,5.572577387790984
完整 MMAS,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 1001–2500 轮,6.214481831090359
完整 MMAS,三个 GP 表达式均值,2-opt 平均改进（百分点）,第 2501–5000 轮,6.383065197163576
完整 MMAS,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 1–250 轮,0.9054891088541666
完整 MMAS,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 251–1000 轮,0.9605466522569445
完整 MMAS,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 1001–2500 轮,0.9539294229166667
完整 MMAS,三个 GP 表达式均值,同一路径经 2-opt 后的边保留率,第 2501–5000 轮,0.9523548290624999
完整 MMAS,三个 GP 表达式均值,每百轮改进全局最优的次数,第 1–250 轮,15.0375
完整 MMAS,三个 GP 表达式均值,每百轮改进全局最优的次数,第 251–1000 轮,0.9247222222222221
完整 MMAS,三个 GP 表达式均值,每百轮改进全局最优的次数,第 1001–2500 轮,0.31763888888888886
完整 MMAS,三个 GP 表达式均值,每百轮改进全局最优的次数,第 2501–5000 轮,0.1365833333333333
完整 MMAS,三个 GP 表达式均值,信息素下界触发比例,第 1–250 轮,0.7659576825000001
完整 MMAS,三个 GP 表达式均值,信息素下界触发比例,第 251–1000 轮,0.8585773605555554
完整 MMAS,三个 GP 表达式均值,信息素下界触发比例,第 1001–2500 轮,0.8483773313888887
完整 MMAS,三个 GP 表达式均值,信息素下界触发比例,第 2501–5000 轮,0.8470007152499999
完整 MMAS,三个 GP 表达式均值,每百轮重启次数,第 1–250 轮,0.0
完整 MMAS,三个 GP 表达式均值,每百轮重启次数,第 251–1000 轮,0.13583333333333333
完整 MMAS,三个 GP 表达式均值,每百轮重启次数,第 1001–2500 轮,0.15875
完整 MMAS,三个 GP 表达式均值,每百轮重启次数,第 2501–5000 轮,0.15525
完整 MMAS,三个 GP 表达式均值,每轮硬上界裁剪次数,第 1–250 轮,0.0
完整 MMAS,三个 GP 表达式均值,每轮硬上界裁剪次数,第 251–1000 轮,0.0
完整 MMAS,三个 GP 表达式均值,每轮硬上界裁剪次数,第 1001–2500 轮,0.0
完整 MMAS,三个 GP 表达式均值,每轮硬上界裁剪次数,第 2501–5000 轮,0.0
仅关闭历史路径强化,不使用 GP,实际强化路径的平均 gap（%）,第 1–250 轮,3.774178879443726
仅关闭历史路径强化,不使用 GP,实际强化路径的平均 gap（%）,第 251–1000 轮,2.3523747331262372
仅关闭历史路径强化,不使用 GP,实际强化路径的平均 gap（%）,第 1001–2500 轮,2.348497176114597
仅关闭历史路径强化,不使用 GP,实际强化路径的平均 gap（%）,第 2501–5000 轮,2.3707630743168018
仅关闭历史路径强化,不使用 GP,强化路径优于本轮最优路径的幅度（百分点）,第 1–250 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径优于本轮最优路径的幅度（百分点）,第 251–1000 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径优于本轮最优路径的幅度（百分点）,第 1001–2500 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径优于本轮最优路径的幅度（百分点）,第 2501–5000 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径年龄（轮）,第 1–250 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径年龄（轮）,第 251–1000 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径年龄（轮）,第 1001–2500 轮,0.0
仅关闭历史路径强化,不使用 GP,强化路径年龄（轮）,第 2501–5000 轮,0.0
仅关闭历史路径强化,不使用 GP,用于历史来源的预算比例,第 1–250 轮,0.0
仅关闭历史路径强化,不使用 GP,用于历史来源的预算比例,第 251–1000 轮,0.0
仅关闭历史路径强化,不使用 GP,用于历史来源的预算比例,第 1001–2500 轮,0.0
仅关闭历史路径强化,不使用 GP,用于历史来源的预算比例,第 2501–5000 轮,0.0
仅关闭历史路径强化,不使用 GP,构造路径平均 gap（%）,第 1–250 轮,25.798686755217606
仅关闭历史路径强化,不使用 GP,构造路径平均 gap（%）,第 251–1000 轮,17.05596133736316
仅关闭历史路径强化,不使用 GP,构造路径平均 gap（%）,第 1001–2500 轮,16.954113980723292
仅关闭历史路径强化,不使用 GP,构造路径平均 gap（%）,第 2501–5000 轮,17.123277115529532
仅关闭历史路径强化,不使用 GP,2-opt 后路径平均 gap（%）,第 1–250 轮,5.8651119271257945
仅关闭历史路径强化,不使用 GP,2-opt 后路径平均 gap（%）,第 251–1000 轮,3.9275349477212598
仅关闭历史路径强化,不使用 GP,2-opt 后路径平均 gap（%）,第 1001–2500 轮,3.879232534024263
仅关闭历史路径强化,不使用 GP,2-opt 后路径平均 gap（%）,第 2501–5000 轮,3.924282410418662
仅关闭历史路径强化,不使用 GP,构造路径最优 gap（%）,第 1–250 轮,18.73145871950797
仅关闭历史路径强化,不使用 GP,构造路径最优 gap（%）,第 251–1000 轮,10.798643022878483
仅关闭历史路径强化,不使用 GP,构造路径最优 gap（%）,第 1001–2500 轮,10.802733485111693
仅关闭历史路径强化,不使用 GP,构造路径最优 gap（%）,第 2501–5000 轮,10.933153218031068
仅关闭历史路径强化,不使用 GP,2-opt 后本轮最优 gap（%）,第 1–250 轮,3.774178879443726
仅关闭历史路径强化,不使用 GP,2-opt 后本轮最优 gap（%）,第 251–1000 轮,2.3523747331262372
仅关闭历史路径强化,不使用 GP,2-opt 后本轮最优 gap（%）,第 1001–2500 轮,2.348497176114597
仅关闭历史路径强化,不使用 GP,2-opt 后本轮最优 gap（%）,第 2501–5000 轮,2.3707630743168018
仅关闭历史路径强化,不使用 GP,构造路径较优七条平均 gap（%）,第 1–250 轮,21.17198861791953
仅关闭历史路径强化,不使用 GP,构造路径较优七条平均 gap（%）,第 251–1000 轮,12.59853369706347
仅关闭历史路径强化,不使用 GP,构造路径较优七条平均 gap（%）,第 1001–2500 轮,12.516918047800637
仅关闭历史路径强化,不使用 GP,构造路径较优七条平均 gap（%）,第 2501–5000 轮,12.682528418129367
仅关闭历史路径强化,不使用 GP,2-opt 后较优七条平均 gap（%）,第 1–250 轮,4.483961593518665
仅关闭历史路径强化,不使用 GP,2-opt 后较优七条平均 gap（%）,第 251–1000 轮,2.834591243654347
仅关闭历史路径强化,不使用 GP,2-opt 后较优七条平均 gap（%）,第 1001–2500 轮,2.8144421344875563
仅关闭历史路径强化,不使用 GP,2-opt 后较优七条平均 gap（%）,第 2501–5000 轮,2.8465113737165253
仅关闭历史路径强化,不使用 GP,同轮同来源内更新树输出的标准差,第 1–250 轮,0.0
仅关闭历史路径强化,不使用 GP,同轮同来源内更新树输出的标准差,第 251–1000 轮,0.0
仅关闭历史路径强化,不使用 GP,同轮同来源内更新树输出的标准差,第 1001–2500 轮,0.0
仅关闭历史路径强化,不使用 GP,同轮同来源内更新树输出的标准差,第 2501–5000 轮,0.0
仅关闭历史路径强化,不使用 GP,更新树输出饱和比例,第 1–250 轮,0.0
仅关闭历史路径强化,不使用 GP,更新树输出饱和比例,第 251–1000 轮,0.0
仅关闭历史路径强化,不使用 GP,更新树输出饱和比例,第 1001–2500 轮,0.0
仅关闭历史路径强化,不使用 GP,更新树输出饱和比例,第 2501–5000 轮,0.0
仅关闭历史路径强化,不使用 GP,2-opt 平均改进（百分点）,第 1–250 轮,19.93357484941434
仅关闭历史路径强化,不使用 GP,2-opt 平均改进（百分点）,第 251–1000 轮,13.128426441875764
仅关闭历史路径强化,不使用 GP,2-opt 平均改进（百分点）,第 1001–2500 轮,13.074881714203741
仅关闭历史路径强化,不使用 GP,2-opt 平均改进（百分点）,第 2501–5000 轮,13.198994935274039
仅关闭历史路径强化,不使用 GP,同一路径经 2-opt 后的边保留率,第 1–250 轮,0.7964457109374998
仅关闭历史路径强化,不使用 GP,同一路径经 2-opt 后的边保留率,第 251–1000 轮,0.8714388666666666
仅关闭历史路径强化,不使用 GP,同一路径经 2-opt 后的边保留率,第 1001–2500 轮,0.8723707848958333
仅关闭历史路径强化,不使用 GP,同一路径经 2-opt 后的边保留率,第 2501–5000 轮,0.8708717500000001
仅关闭历史路径强化,不使用 GP,每百轮改进全局最优的次数,第 1–250 轮,6.8075
仅关闭历史路径强化,不使用 GP,每百轮改进全局最优的次数,第 251–1000 轮,1.4908333333333332
仅关闭历史路径强化,不使用 GP,每百轮改进全局最优的次数,第 1001–2500 轮,0.35833333333333334
仅关闭历史路径强化,不使用 GP,每百轮改进全局最优的次数,第 2501–5000 轮,0.11775
仅关闭历史路径强化,不使用 GP,信息素下界触发比例,第 1–250 轮,0.7011026699999999
仅关闭历史路径强化,不使用 GP,信息素下界触发比例,第 251–1000 轮,0.8265752708333333
仅关闭历史路径强化,不使用 GP,信息素下界触发比例,第 1001–2500 轮,0.8206006983333333
仅关闭历史路径强化,不使用 GP,信息素下界触发比例,第 2501–5000 轮,0.819772333
仅关闭历史路径强化,不使用 GP,每百轮重启次数,第 1–250 轮,0.0
仅关闭历史路径强化,不使用 GP,每百轮重启次数,第 251–1000 轮,0.034166666666666665
仅关闭历史路径强化,不使用 GP,每百轮重启次数,第 1001–2500 轮,0.05708333333333333
